show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s6077,Movie,The Phoenix Project,Taika Waititi,"Leonardo DiCaprio, Denzel Washington, Florence Pugh, Lupita Nyong'o, Zendaya",Brazil,"May 05, 2020",2020,UR,63 min,"Korean TV Shows, Crime TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s818,Movie,Starfall,Sofia Coppola,"Viola Davis, Leonardo DiCaprio, Tom Hanks, Brad Pitt",Spain,"October 14, 2021",2021,NR,161 min,"Anime Features, Thrillers","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6078,TV Show,Too Hot to Handle,,"Florence Pugh, Anthony Mackie",Spain,"May 12, 2018",2018,G,2 Seasons,"Romantic Movies, Independent Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s6079,TV Show,Locke & Key,David Fincher,"Denzel Washington, Zendaya, Ryan Gosling, Florence Pugh, Tom Hanks",Norway,"July 13, 2001",2001,NR,6 Seasons,"Thrillers, Documentaries",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6080,Movie,Beyond the Horizon,David Fincher,"Lupita Nyong'o, Leonardo DiCaprio, Ana de Armas",Nigeria,"December 24, 2017",2017,TV-14,113 min,"Reality TV, Teen TV Shows",Five strangers are brought together by fate in a city that never sleeps.
s6081,TV Show,Sweet Tooth,Greta Gerwig,"Lupita Nyong'o, Oscar Isaac, Natalie Portman, Florence Pugh, Zendaya",United States,"February 07, 2007",2007,TV-PG,8 Seasons,Romantic Movies,"Set against the backdrop of history, a love story that transcends time and borders."
s6082,TV Show,The Witcher,Wes Anderson,"Lupita Nyong'o, Oscar Isaac, Leonardo DiCaprio, Idris Elba, Natalie Portman",Nigeria,"September 07, 2018",2018,TV-G,8 Seasons,"Romantic Movies, Documentaries","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6083,Movie,Hollow Ground,,"Florence Pugh, Ana de Armas, Idris Elba, Oscar Isaac, Leonardo DiCaprio",Denmark,"May 26, 2019",2019,G,87 min,Stand-Up Comedy,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6084,Movie,Crimson Peak 4,Alfonso Cuarón,"Denzel Washington, Oscar Isaac, Brad Pitt",Thailand,"February 13, 2016",2016,,87 min,"Korean TV Shows, Stand-Up Comedy, British TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6085,TV Show,On My Block,Taika Waititi,"Denzel Washington, Idris Elba, Anthony Mackie",India,"January 11, 2005",2005,TV-Y,3 Seasons,"Reality TV, International Movies, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6086,Movie,Neon Dreams,,,United States,"December 02, 2017",2017,NR,123 min,"Children & Family Movies, Korean TV Shows, Documentaries","Based on true events, this documentary exposes the hidden world behind the headlines."
s6087,Movie,Digital Nomad,Steven Spielberg,"Leonardo DiCaprio, Idris Elba, Oscar Isaac, Viola Davis, Tom Hanks",Spain,"May 18, 2017",2017,UR,135 min,Thrillers,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6088,TV Show,Stranger Things,Ryan Coogler,,Turkey,"June 22, 2021",2021,TV-Y7,2 Seasons,"International Movies, Romantic Movies, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s6089,Movie,Silent Storm,,"Denzel Washington, Viola Davis, Cate Blanchett",Japan,"August 22, 2010",2010,R,101 min,"Action & Adventure, Teen TV Shows, Stand-Up Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.
s6090,Movie,The Redemption Arc 4,Denis Villeneuve,"Meryl Streep, Idris Elba",Norway,"November 21, 2014",2014,TV-Y,129 min,Reality TV,Five strangers are brought together by fate in a city that never sleeps.
s6091,Movie,Ocean's Edge,Sofia Coppola,"Idris Elba, Oscar Isaac, Natalie Portman, Florence Pugh, Brad Pitt",France,"December 27, 2022",2022,UR,153 min,"Science & Nature TV, Independent Movies, Sports Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6092,Movie,Raw Power,Wes Anderson,"Oscar Isaac, Idris Elba, Anthony Mackie, Meryl Streep, Ana de Armas",Turkey,"July 14, 2014",2014,R,169 min,"Music & Musicals, Action & Adventure, Anime Features",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6093,Movie,The Ghost Network,Jordan Peele,"Natalie Portman, Denzel Washington, Florence Pugh, Cate Blanchett",Sweden,"August 26, 2020",2020,PG-13,164 min,Horror,A comedy that brilliantly captures the chaos and joy of modern family life.
s6094,Movie,Steel Hearts 2,,"Tom Hanks, Ryan Gosling, Cate Blanchett",Spain,"November 11, 2006",2006,TV-14,177 min,"Children & Family Movies, British TV Shows","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6095,Movie,Beyond the Horizon,,"Denzel Washington, Zendaya, Tom Hanks",Argentina,"June 03, 2021",2021,TV-MA,158 min,"Music & Musicals, International Movies, Drama",A detective with a troubled past investigates a series of mysterious disappearances.
s6096,TV Show,Jupiter's Legacy,Bong Joon-ho,,France,"May 23, 2007",2007,G,6 Seasons,Reality TV,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6097,TV Show,Too Hot to Handle,,"Viola Davis, Natalie Portman",Sweden,"June 10, 2014",2014,PG,4 Seasons,"British TV Shows, Romantic Movies, Thrillers",A detective with a troubled past investigates a series of mysterious disappearances.
s6098,Movie,Velvet Underground 3,Steven Spielberg,"Idris Elba, Leonardo DiCaprio",Brazil,"November 15, 2014",2014,R,140 min,"Documentaries, Reality TV, Teen TV Shows","Set against the backdrop of history, a love story that transcends time and borders."
s6099,Movie,The Last Dance,,"Tom Hanks, Cate Blanchett, Leonardo DiCaprio",Brazil,"January 26, 2019",2019,TV-Y7,113 min,"Science & Nature TV, Horror",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6100,TV Show,Outer Banks,Christopher Nolan,"Idris Elba, Denzel Washington",United Kingdom,"April 05, 2017",2017,G,5 Seasons,"Comedy, International Movies",Five strangers are brought together by fate in a city that never sleeps.
s6101,Movie,The Ghost Network,David Fincher,"Meryl Streep, Denzel Washington, Zendaya, Leonardo DiCaprio",France,"August 27, 2019",2019,TV-PG,173 min,Anime Features,A detective with a troubled past investigates a series of mysterious disappearances.
s6102,TV Show,The Witcher,Ryan Coogler,"Idris Elba, Ryan Gosling, Zendaya",Spain,"September 12, 2017",2017,TV-Y,2 Seasons,"Thrillers, Teen TV Shows, Stand-Up Comedy","Set against the backdrop of history, a love story that transcends time and borders."
s6103,Movie,Starfall,Chloe Zhao,,Philippines,"December 14, 2019",2019,NR,67 min,Independent Movies,A detective with a troubled past investigates a series of mysterious disappearances.
s6104,TV Show,Ginny & Georgia,Christopher Nolan,"Natalie Portman, Anthony Mackie, Cate Blanchett",United Kingdom,"February 27, 2019",2019,R,2 Seasons,"International Movies, Thrillers","Based on true events, this documentary exposes the hidden world behind the headlines."
s6105,Movie,Beyond the Horizon,Denis Villeneuve,"Tom Hanks, Anthony Mackie",Spain,"July 01, 2020",2020,UR,103 min,Children & Family Movies,A detective with a troubled past investigates a series of mysterious disappearances.
s6106,Movie,Desert Rain 4,Kathryn Bigelow,"Lupita Nyong'o, Zendaya, Denzel Washington",Mexico,"May 28, 2017",2017,PG-13,104 min,Action & Adventure,A comedy that brilliantly captures the chaos and joy of modern family life.
s6107,Movie,Hollow Ground 4,,"Viola Davis, Meryl Streep, Idris Elba, Leonardo DiCaprio, Natalie Portman",Thailand,"October 10, 2022",2022,TV-Y,140 min,Korean TV Shows,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6108,Movie,Midnight in Paris,,"Lupita Nyong'o, Florence Pugh",India,"August 09, 2022",2022,,90 min,"International Movies, Children & Family Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6109,Movie,Golden Hour,Ryan Coogler,,Japan,"June 15, 2017",2017,PG-13,67 min,"British TV Shows, Reality TV, Romantic Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s6110,TV Show,Cobra Kai,Bong Joon-ho,"Denzel Washington, Lupita Nyong'o, Anthony Mackie, Brad Pitt, Zendaya",Denmark,"August 15, 2011",2011,R,4 Seasons,Sports Movies,"Set against the backdrop of history, a love story that transcends time and borders."
s6111,Movie,The Last Dance,,"Cate Blanchett, Brad Pitt, Tom Hanks, Ryan Gosling, Ana de Armas",South Korea,"March 11, 2014",2014,TV-PG,106 min,"Korean TV Shows, Romantic Movies, Documentaries","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6112,Movie,Edge of Glory,Park Chan-wook,"Tom Hanks, Meryl Streep",Indonesia,"January 21, 2015",2015,TV-14,158 min,"Action & Adventure, Drama, Stand-Up Comedy","Set against the backdrop of history, a love story that transcends time and borders."
s6113,Movie,Shattered Mirror,Ava DuVernay,"Brad Pitt, Idris Elba, Zendaya",Italy,"December 13, 2009",2009,TV-Y7,128 min,Crime TV Shows,"Set against the backdrop of history, a love story that transcends time and borders."
s6114,Movie,The Silent House,Steven Spielberg,"Zendaya, Ryan Gosling, Idris Elba, Leonardo DiCaprio",South Korea,"May 03, 2018",2018,TV-Y7,156 min,"Sports Movies, Music & Musicals, Independent Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6115,Movie,Digital Nomad 2,Jordan Peele,"Denzel Washington, Brad Pitt, Anthony Mackie, Viola Davis, Meryl Streep",,"November 11, 2006",2006,NR,66 min,"International Movies, Reality TV, Teen TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6116,Movie,Crimson Peak 3,Steven Spielberg,"Ryan Gosling, Lupita Nyong'o, Ana de Armas",India,"September 13, 2018",2018,TV-G,180 min,"Crime TV Shows, Romantic Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s6117,Movie,The Redemption Arc,,"Florence Pugh, Viola Davis, Oscar Isaac, Brad Pitt, Denzel Washington",Italy,"July 06, 2016",2016,TV-G,93 min,Crime TV Shows,A comedy that brilliantly captures the chaos and joy of modern family life.
s6118,Movie,Edge of Glory,Sofia Coppola,"Ryan Gosling, Denzel Washington",Nigeria,,2009,TV-Y,76 min,"Comedy, International Movies",Five strangers are brought together by fate in a city that never sleeps.
s6119,TV Show,The Circle,,"Ana de Armas, Florence Pugh, Zendaya",Indonesia,"January 07, 2001",2001,G,2 Seasons,Drama,A comedy that brilliantly captures the chaos and joy of modern family life.
s6120,Movie,Whispering Walls,Barry Jenkins,"Denzel Washington, Anthony Mackie, Tom Hanks, Leonardo DiCaprio",Germany,,2016,PG-13,108 min,Sports Movies,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6121,Movie,Midnight in Paris,Taika Waititi,"Cate Blanchett, Idris Elba, Florence Pugh, Natalie Portman, Denzel Washington",Norway,"June 15, 2010",2010,TV-14,61 min,"British TV Shows, Documentaries, Romantic Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6122,Movie,Desert Rain,Alfonso Cuarón,"Oscar Isaac, Lupita Nyong'o, Ryan Gosling",Canada,"January 02, 2016",2016,TV-MA,154 min,"Children & Family Movies, Music & Musicals, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s6123,Movie,Broken Wings,,"Ryan Gosling, Natalie Portman, Idris Elba, Tom Hanks, Denzel Washington",Argentina,"August 05, 2016",2016,TV-G,158 min,Horror,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6124,Movie,A Beautiful Mind,Barry Jenkins,"Zendaya, Natalie Portman, Viola Davis",Germany,"July 03, 2010",2010,PG-13,100 min,"Reality TV, Independent Movies, International Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s6125,Movie,Beyond the Horizon,,"Natalie Portman, Viola Davis",India,"December 17, 2016",2016,UR,77 min,Reality TV,A comedy that brilliantly captures the chaos and joy of modern family life.
s5771,Movie,Northern Lights 4,Chloe Zhao,"Idris Elba, Natalie Portman",Indonesia,"August 05, 2008",2008,NC-17,120 min,"Comedy, Anime Features, Independent Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s6126,Movie,Northern Lights 2,Denis Villeneuve,"Lupita Nyong'o, Anthony Mackie, Brad Pitt",Brazil,"July 05, 2020",2020,R,61 min,"Stand-Up Comedy, Thrillers, Documentaries","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6127,Movie,Desert Rain,Ava DuVernay,"Lupita Nyong'o, Oscar Isaac, Ana de Armas, Florence Pugh, Tom Hanks",France,"June 16, 2018",2018,PG-13,104 min,"Thrillers, Drama, Horror",A detective with a troubled past investigates a series of mysterious disappearances.
s6128,TV Show,Control Z,David Fincher,"Idris Elba, Florence Pugh, Lupita Nyong'o",Sweden,"August 26, 2018",2018,UR,2 Seasons,Stand-Up Comedy,"In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6129,Movie,The Iron Curtain,Chloe Zhao,"Lupita Nyong'o, Ana de Armas",Canada,"February 21, 2022",2022,PG-13,93 min,"Romantic Movies, Anime Features",Five strangers are brought together by fate in a city that never sleeps.
s6130,Movie,Midnight in Paris,Ryan Coogler,"Brad Pitt, Florence Pugh, Lupita Nyong'o",Japan,"September 10, 2019",2019,NC-17,86 min,"British TV Shows, Teen TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s6131,Movie,Paper Trail,Guillermo del Toro,"Ryan Gosling, Leonardo DiCaprio",Indonesia,"November 19, 2016",2016,,163 min,"Horror, International Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6132,Movie,The Silent House,Bong Joon-ho,"Viola Davis, Zendaya, Oscar Isaac, Ryan Gosling",Mexico,"June 12, 2016",2016,TV-Y7,165 min,International Movies,"Based on true events, this documentary exposes the hidden world behind the headlines."
s6133,Movie,Crimson Peak 2,Steven Spielberg,"Brad Pitt, Ana de Armas",Mexico,"December 17, 2018",2018,TV-Y7,79 min,Science & Nature TV,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6134,Movie,Shadow Protocol,,"Leonardo DiCaprio, Cate Blanchett, Natalie Portman",India,"March 03, 2017",2017,G,170 min,"Horror, Stand-Up Comedy","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6135,TV Show,Dark,Barry Jenkins,"Natalie Portman, Ryan Gosling, Anthony Mackie",Mexico,"March 19, 2014",2014,G,8 Seasons,"Anime Features, Korean TV Shows","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6136,TV Show,Narcos,Chloe Zhao,"Leonardo DiCaprio, Cate Blanchett",South Korea,"July 14, 2015",2015,G,3 Seasons,"Reality TV, Documentaries, British TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6137,Movie,Neon Dreams,Martin Scorsese,"Lupita Nyong'o, Ryan Gosling",South Korea,"January 03, 2019",2019,R,84 min,Thrillers,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6138,TV Show,Lupin,,"Lupita Nyong'o, Denzel Washington, Leonardo DiCaprio",Brazil,"March 07, 2018",2018,TV-Y,7 Seasons,Drama,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6139,TV Show,Ozark,Christopher Nolan,"Tom Hanks, Cate Blanchett",Nigeria,"February 08, 2021",2021,,8 Seasons,"Comedy, Action & Adventure",Five strangers are brought together by fate in a city that never sleeps.
s6140,TV Show,Dark,Spike Lee,"Tom Hanks, Meryl Streep, Leonardo DiCaprio, Ana de Armas, Lupita Nyong'o",Germany,"February 11, 2017",2017,TV-14,8 Seasons,Independent Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6141,Movie,Broken Wings 3,,"Zendaya, Anthony Mackie, Cate Blanchett, Viola Davis, Ryan Gosling",Canada,"November 26, 2017",2017,PG,169 min,"Science & Nature TV, Teen TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.
s6142,Movie,Code Red,Sofia Coppola,"Lupita Nyong'o, Ryan Gosling",Indonesia,"April 28, 2022",2022,TV-14,69 min,"Music & Musicals, Thrillers","Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6143,Movie,Starfall 4,Spike Lee,"Denzel Washington, Tom Hanks, Natalie Portman, Florence Pugh, Ryan Gosling",India,"February 21, 2014",2014,TV-G,115 min,"Documentaries, British TV Shows, Children & Family Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s6144,Movie,Midnight in Paris,Steven Spielberg,"Cate Blanchett, Denzel Washington, Ryan Gosling, Meryl Streep, Natalie Portman",Turkey,"September 23, 2012",2012,NR,163 min,British TV Shows,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s6145,TV Show,Money Heist,Denis Villeneuve,"Zendaya, Denzel Washington, Viola Davis, Oscar Isaac",Germany,"September 14, 2010",2010,G,1 Season,"Stand-Up Comedy, Independent Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s6146,Movie,Fire & Ice 4,Bong Joon-ho,"Oscar Isaac, Florence Pugh, Brad Pitt, Lupita Nyong'o",Australia,"September 28, 2016",2016,TV-14,115 min,"Independent Movies, Thrillers","Set against the backdrop of history, a love story that transcends time and borders."
s6147,Movie,The Iron Curtain 3,Sofia Coppola,"Zendaya, Tom Hanks, Lupita Nyong'o, Meryl Streep, Natalie Portman",Spain,"June 09, 2006",2006,UR,135 min,Action & Adventure,A comedy that brilliantly captures the chaos and joy of modern family life.
s6148,Movie,City of Lights,,"Oscar Isaac, Viola Davis, Tom Hanks",India,"June 21, 2015",2015,TV-PG,82 min,"Horror, Crime TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.
s6149,Movie,Velvet Underground,Park Chan-wook,"Leonardo DiCaprio, Tom Hanks, Viola Davis",Germany,"October 09, 2016",2016,NR,138 min,"International Movies, Thrillers","Based on true events, this documentary exposes the hidden world behind the headlines."
s6150,TV Show,Shadow and Bone,Steven Spielberg,"Idris Elba, Denzel Washington, Meryl Streep",Italy,"October 25, 2006",2006,NC-17,3 Seasons,"International Movies, Children & Family Movies, Science & Nature TV","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6151,Movie,Frozen in Time 3,,"Lupita Nyong'o, Cate Blanchett, Ana de Armas, Ryan Gosling",Italy,"December 20, 2015",2015,PG-13,177 min,"British TV Shows, Independent Movies, Stand-Up Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6152,TV Show,Locke & Key,Greta Gerwig,"Brad Pitt, Cate Blanchett, Ryan Gosling",South Korea,"October 02, 2017",2017,NC-17,3 Seasons,Drama,"When secrets from the past resurface, a family must confront the truth before it destroys them."
s6153,Movie,Digital Nomad 3,Park Chan-wook,"Brad Pitt, Natalie Portman, Denzel Washington",Italy,"September 17, 2016",2016,TV-G,133 min,"Comedy, Stand-Up Comedy, Sports Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6154,Movie,Beyond the Horizon,Barry Jenkins,"Meryl Streep, Idris Elba, Denzel Washington, Zendaya, Viola Davis",Turkey,"February 24, 2002",2002,PG-13,166 min,"British TV Shows, Comedy",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6155,Movie,Broken Wings,,"Viola Davis, Ryan Gosling",Turkey,"December 02, 2019",2019,PG-13,160 min,"Korean TV Shows, Science & Nature TV, Sports Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6156,TV Show,Narcos,Martin Scorsese,"Brad Pitt, Natalie Portman, Ana de Armas, Lupita Nyong'o",Mexico,"May 14, 2019",2019,,4 Seasons,"Reality TV, Teen TV Shows",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6157,TV Show,Mindhunter,Ryan Coogler,,Argentina,"February 23, 2020",2020,NC-17,6 Seasons,"Stand-Up Comedy, Romantic Movies, Reality TV","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6158,Movie,Ocean's Edge 3,,"Florence Pugh, Brad Pitt, Ryan Gosling",Norway,"August 18, 2016",2016,NR,131 min,"Action & Adventure, Stand-Up Comedy, Reality TV",A comedy that brilliantly captures the chaos and joy of modern family life.
s6159,TV Show,Ginny & Georgia,,"Ana de Armas, Ryan Gosling",Philippines,"July 20, 2016",2016,TV-MA,2 Seasons,Comedy,A detective with a troubled past investigates a series of mysterious disappearances.
s6160,Movie,Golden Hour,,"Cate Blanchett, Leonardo DiCaprio, Tom Hanks, Denzel Washington",Thailand,"August 21, 2011",2011,TV-14,147 min,"Stand-Up Comedy, Music & Musicals, Romantic Movies",Five strangers are brought together by fate in a city that never sleeps.
s6161,TV Show,The Circle,Jordan Peele,"Ana de Armas, Meryl Streep",Norway,"October 23, 2019",2019,UR,3 Seasons,"Romantic Movies, Music & Musicals, Horror","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6162,Movie,Silent Storm,Barry Jenkins,"Zendaya, Florence Pugh, Brad Pitt, Ana de Armas, Cate Blanchett",Mexico,"October 06, 2012",2012,NC-17,90 min,"Comedy, Independent Movies, International Movies",A comedy that brilliantly captures the chaos and joy of modern family life.
s6163,Movie,Velvet Underground,Park Chan-wook,"Natalie Portman, Oscar Isaac, Florence Pugh, Denzel Washington, Lupita Nyong'o",Sweden,"March 07, 2020",2020,TV-G,137 min,Sports Movies,Five strangers are brought together by fate in a city that never sleeps.
s6164,Movie,Shadow Protocol 4,Bong Joon-ho,"Ryan Gosling, Anthony Mackie, Tom Hanks",Canada,"September 12, 2009",2009,R,144 min,"Music & Musicals, International Movies, Documentaries","Based on true events, this documentary exposes the hidden world behind the headlines."
s6165,TV Show,Locke & Key,Ava DuVernay,"Viola Davis, Natalie Portman",Mexico,"April 17, 2017",2017,TV-G,4 Seasons,Korean TV Shows,Five strangers are brought together by fate in a city that never sleeps.
s6166,Movie,The Iron Curtain,,"Zendaya, Leonardo DiCaprio, Idris Elba, Tom Hanks",Japan,"June 02, 2018",2018,PG,138 min,International Movies,An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6167,Movie,Crimson Peak,,"Ryan Gosling, Natalie Portman",United Kingdom,"May 11, 2016",2016,NR,100 min,"Anime Features, Sports Movies, Romantic Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
s6168,Movie,Neon Dreams,,"Natalie Portman, Florence Pugh, Tom Hanks",Australia,"February 19, 2015",2015,TV-Y7,78 min,"Science & Nature TV, Documentaries","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6169,Movie,Digital Nomad,Wes Anderson,"Anthony Mackie, Ana de Armas, Brad Pitt, Meryl Streep",Thailand,"May 06, 2014",2014,TV-14,165 min,"Children & Family Movies, Reality TV",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6170,Movie,Quantum Leap,Wes Anderson,"Denzel Washington, Viola Davis, Oscar Isaac, Anthony Mackie",Italy,"January 18, 2000",2000,UR,171 min,"Music & Musicals, Teen TV Shows, Science & Nature TV",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6171,Movie,Silent Storm 3,Ava DuVernay,"Viola Davis, Cate Blanchett",Philippines,"December 26, 2019",2019,TV-PG,110 min,"Action & Adventure, Thrillers, International Movies",A detective with a troubled past investigates a series of mysterious disappearances.
s6172,Movie,Velvet Underground,Bong Joon-ho,"Oscar Isaac, Ana de Armas, Brad Pitt",Italy,"September 09, 2016",2016,TV-Y,129 min,"Documentaries, British TV Shows, International Movies",Five strangers are brought together by fate in a city that never sleeps.
s6173,Movie,Fire & Ice,Sofia Coppola,"Cate Blanchett, Florence Pugh",Philippines,"June 02, 2021",2021,PG-13,89 min,"Comedy, Science & Nature TV, Music & Musicals","Based on true events, this documentary exposes the hidden world behind the headlines."
s6174,Movie,Edge of Glory,Spike Lee,"Oscar Isaac, Florence Pugh, Cate Blanchett, Idris Elba",Spain,"July 03, 2021",2021,TV-MA,112 min,"Thrillers, Reality TV",An unlikely hero rises to face an impossible challenge in this action-packed adventure.
s6175,TV Show,Bridgerton,,"Ana de Armas, Viola Davis, Leonardo DiCaprio, Idris Elba, Anthony Mackie",Canada,"January 10, 2019",2019,PG,4 Seasons,"Anime Features, Reality TV, Comedy",Five strangers are brought together by fate in a city that never sleeps.
s6176,Movie,Crimson Peak,Christopher Nolan,"Cate Blanchett, Denzel Washington",South Korea,"August 12, 2015",2015,TV-Y,117 min,"Romantic Movies, Thrillers","Based on true events, this documentary exposes the hidden world behind the headlines."
s6177,Movie,Neon Dreams,Steven Spielberg,"Oscar Isaac, Viola Davis, Cate Blanchett",,"July 25, 2014",2014,TV-Y,92 min,"Horror, International Movies","When secrets from the past resurface, a family must confront the truth before it destroys them."
s6178,Movie,Shadow Protocol,,"Florence Pugh, Brad Pitt, Leonardo DiCaprio, Denzel Washington",Indonesia,"December 07, 2020",2020,TV-MA,148 min,Thrillers,A comedy that brilliantly captures the chaos and joy of modern family life.
s6179,Movie,Quantum Leap,Christopher Nolan,"Oscar Isaac, Viola Davis, Cate Blanchett",United Kingdom,"May 18, 2021",2021,R,126 min,Independent Movies,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6180,TV Show,The Umbrella Academy,,"Lupita Nyong'o, Natalie Portman",Spain,"July 14, 2021",2021,TV-Y7,1 Season,"Music & Musicals, Reality TV","In a dystopian future, one person dares to challenge the system and ignite a revolution."
s6181,Movie,Neon Dreams,,"Florence Pugh, Idris Elba, Cate Blanchett, Natalie Portman, Viola Davis",Australia,"December 20, 2017",2017,TV-Y,74 min,"Science & Nature TV, Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.
s6182,Movie,Crimson Peak,Chloe Zhao,"Cate Blanchett, Ana de Armas, Denzel Washington, Leonardo DiCaprio, Idris Elba",Canada,"April 03, 2017",2017,NC-17,138 min,"Documentaries, Music & Musicals","Set against the backdrop of history, a love story that transcends time and borders."
s6183,Movie,City of Lights,Greta Gerwig,,Italy,"February 12, 2015",2015,TV-PG,77 min,"Stand-Up Comedy, Thrillers","Set against the backdrop of history, a love story that transcends time and borders."
s5248,Movie,Glass Houses,Taika Waititi,"Cate Blanchett, Leonardo DiCaprio",Denmark,"October 17, 2001",2001,UR,70 min,Horror,A detective with a troubled past investigates a series of mysterious disappearances.
s6184,Movie,Northern Lights,Kathryn Bigelow,"Florence Pugh, Oscar Isaac, Meryl Streep",Thailand,"March 27, 2016",2016,R,69 min,"Drama, Teen TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.
s6185,TV Show,The Umbrella Academy,Ava DuVernay,"Zendaya, Denzel Washington, Viola Davis, Lupita Nyong'o, Ryan Gosling",Philippines,,2021,UR,6 Seasons,"Science & Nature TV, Reality TV, Horror","Set against the backdrop of history, a love story that transcends time and borders."
s6186,Movie,The Last Dance,Ryan Coogler,"Leonardo DiCaprio, Tom Hanks, Idris Elba",Mexico,"January 16, 2018",2018,G,138 min,"Documentaries, Independent Movies, Science & Nature TV",Five strangers are brought together by fate in a city that never sleeps.
s6187,TV Show,Stranger Things,Alfonso Cuarón,"Natalie Portman, Leonardo DiCaprio, Cate Blanchett, Denzel Washington",Nigeria,,2021,UR,2 Seasons,"Documentaries, Crime TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems."
s6188,Movie,Quantum Leap,Taika Waititi,"Oscar Isaac, Ryan Gosling, Anthony Mackie, Florence Pugh, Ana de Armas",India,"July 26, 2014",2014,TV-MA,118 min,British TV Shows,"Love, loss, and redemption collide in this emotionally charged journey across three continents."
s6189,TV Show,Peaky Blinders,,"Viola Davis, Cate Blanchett, Anthony Mackie",Philippines,"May 23, 2009",2009,R,8 Seasons,"Action & Adventure, Science & Nature TV",A detective with a troubled past investigates a series of mysterious disappearances.
s6190,Movie,Raw Power,Ryan Coogler,"Idris Elba, Anthony Mackie, Ana de Armas",Sweden,"August 10, 2017",2017,NR,94 min,"Independent Movies, International Movies","Based on true events, this documentary exposes the hidden world behind the headlines."
