show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,added_year,added_month,added_month_name,duration_minutes,duration_seasons,genre_count,primary_genre,content_age_years,content_age_group,audience_segment
s7285,Movie,The Silent House 3,Martin Scorsese,"Meryl Streep, Denzel Washington",Thailand,"December 11, 2021",2021,TV-Y,159 min,"Comedy, Stand-Up Comedy, Thrillers",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2021,12,Dec,159,,3,Comedy,2,Very Recent (0-2y),Kids
s7286,Movie,Glass Houses 2,Kathryn Bigelow,"Natalie Portman, Florence Pugh, Ana de Armas, Denzel Washington",Thailand,"June 08, 2017",2017,PG,169 min,Romantic Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2017,6,Jun,169,,1,Romantic Movies,6,Moderate (6-10y),Family
s7287,Movie,The Ghost Network,Steven Spielberg,"Natalie Portman, Ryan Gosling",United States,Not Available,2016,TV-Y,65 min,"Music & Musicals, International Movies, Stand-Up Comedy",Five strangers are brought together by fate in a city that never sleeps.,,,,65,,3,Music & Musicals,7,Moderate (6-10y),Kids
s7288,TV Show,Mindhunter,Christopher Nolan,"Florence Pugh, Ryan Gosling, Tom Hanks",Germany,"April 09, 2015",2015,NR,6 Seasons,Korean TV Shows,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2015,4,Apr,,6,1,Korean TV Shows,8,Moderate (6-10y),Unrated
s7289,Movie,The Final Frontier,Unknown,"Lupita Nyong'o, Zendaya",Unknown,"November 17, 2013",2013,TV-G,139 min,"Crime TV Shows, Anime Features",A comedy that brilliantly captures the chaos and joy of modern family life.,2013,11,Nov,139,,2,Crime TV Shows,10,Moderate (6-10y),Family
s7290,Movie,Fire & Ice,Unknown,"Meryl Streep, Ryan Gosling, Oscar Isaac, Florence Pugh",Germany,"October 23, 2015",2015,TV-14,153 min,"Reality TV, Korean TV Shows",A comedy that brilliantly captures the chaos and joy of modern family life.,2015,10,Oct,153,,2,Reality TV,8,Moderate (6-10y),Teens
s7291,Movie,Velvet Underground 3,Unknown,"Lupita Nyong'o, Florence Pugh, Tom Hanks, Natalie Portman",Unknown,"September 19, 2018",2018,TV-Y7,104 min,"Horror, Music & Musicals",A comedy that brilliantly captures the chaos and joy of modern family life.,2018,9,Sep,104,,2,Horror,5,Recent (3-5y),Kids
s7292,Movie,The Last Train,Unknown,"Lupita Nyong'o, Ana de Armas, Leonardo DiCaprio, Viola Davis",Canada,"October 10, 2013",2013,TV-G,87 min,Anime Features,Five strangers are brought together by fate in a city that never sleeps.,2013,10,Oct,87,,1,Anime Features,10,Moderate (6-10y),Family
s7293,Movie,Code Red,Denis Villeneuve,"Viola Davis, Meryl Streep, Anthony Mackie",India,"February 18, 2016",2016,NC-17,69 min,Music & Musicals,"Based on true events, this documentary exposes the hidden world behind the headlines.",2016,2,Feb,69,,1,Music & Musicals,7,Moderate (6-10y),Adults
s7294,Movie,Starfall,Sofia Coppola,"Leonardo DiCaprio, Zendaya, Oscar Isaac, Viola Davis",Australia,"April 18, 2019",2019,TV-MA,92 min,Action & Adventure,"Based on true events, this documentary exposes the hidden world behind the headlines.",2019,4,Apr,92,,1,Action & Adventure,4,Recent (3-5y),Adults
s7295,Movie,Echoes of Tomorrow,Ryan Coogler,"Natalie Portman, Brad Pitt, Oscar Isaac, Ryan Gosling, Anthony Mackie",Nigeria,"October 19, 2005",2005,R,161 min,"Stand-Up Comedy, Anime Features",A comedy that brilliantly captures the chaos and joy of modern family life.,2005,10,Oct,161,,2,Stand-Up Comedy,18,Classic (11-20y),Adults
s7296,Movie,Fire & Ice,Guillermo del Toro,"Cate Blanchett, Brad Pitt",Germany,"April 05, 2014",2014,TV-Y,130 min,"Thrillers, Teen TV Shows, Sports Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2014,4,Apr,130,,3,Thrillers,9,Moderate (6-10y),Kids
s7297,Movie,Shadow Protocol,Greta Gerwig,"Cate Blanchett, Viola Davis, Florence Pugh",Unknown,"October 14, 2021",2021,NR,78 min,Korean TV Shows,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2021,10,Oct,78,,1,Korean TV Shows,2,Very Recent (0-2y),Unrated
s7298,Movie,Shadow Protocol,Wes Anderson,"Brad Pitt, Zendaya, Meryl Streep, Lupita Nyong'o",United States,Not Available,2022,UR,79 min,Comedy,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",,,,79,,1,Comedy,1,Very Recent (0-2y),Unrated
s7299,Movie,Steel Hearts,Bong Joon-ho,"Oscar Isaac, Ryan Gosling, Idris Elba, Anthony Mackie, Meryl Streep",Mexico,"October 14, 2017",2017,PG-13,120 min,"British TV Shows, Thrillers","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2017,10,Oct,120,,2,British TV Shows,6,Moderate (6-10y),Teens
s7300,Movie,The Forgotten Path,Unknown,"Anthony Mackie, Florence Pugh",France,"December 03, 2019",2019,NR,76 min,British TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2019,12,Dec,76,,1,British TV Shows,4,Recent (3-5y),Unrated
s7301,TV Show,On My Block,Chloe Zhao,"Denzel Washington, Viola Davis, Anthony Mackie, Brad Pitt",Philippines,"June 15, 2016",2016,PG,1 Season,"Science & Nature TV, Thrillers, Sports Movies",Five strangers are brought together by fate in a city that never sleeps.,2016,6,Jun,,1,3,Science & Nature TV,7,Moderate (6-10y),Family
s7302,Movie,Desert Rain,Park Chan-wook,"Natalie Portman, Anthony Mackie",Canada,"December 03, 2022",2022,TV-14,66 min,"Drama, Action & Adventure","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2022,12,Dec,66,,2,Drama,1,Very Recent (0-2y),Teens
s7303,Movie,Velvet Underground,Unknown,"Florence Pugh, Zendaya, Natalie Portman, Brad Pitt",India,Not Available,2017,TV-Y,140 min,Science & Nature TV,Five strangers are brought together by fate in a city that never sleeps.,,,,140,,1,Science & Nature TV,6,Moderate (6-10y),Kids
s7304,Movie,The Forgotten Path,Alfonso Cuarón,"Ana de Armas, Florence Pugh, Tom Hanks",Spain,"September 08, 2017",2017,G,140 min,"Anime Features, Thrillers","When secrets from the past resurface, a family must confront the truth before it destroys them.",2017,9,Sep,140,,2,Anime Features,6,Moderate (6-10y),Kids
s7305,Movie,Midnight in Paris,Chloe Zhao,"Denzel Washington, Ryan Gosling, Viola Davis",Italy,"December 17, 2015",2015,TV-PG,100 min,"British TV Shows, Children & Family Movies, Teen TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2015,12,Dec,100,,3,British TV Shows,8,Moderate (6-10y),Family
s7306,Movie,The Iron Curtain 3,Jordan Peele,"Meryl Streep, Tom Hanks, Anthony Mackie, Cate Blanchett, Zendaya",France,"October 19, 2019",2019,UR,138 min,Horror,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2019,10,Oct,138,,1,Horror,4,Recent (3-5y),Unrated
s7307,TV Show,Ozark,Christopher Nolan,"Denzel Washington, Cate Blanchett, Oscar Isaac, Ana de Armas",Unknown,"August 12, 2019",2019,PG,7 Seasons,"Anime Features, Independent Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2019,8,Aug,,7,2,Anime Features,4,Recent (3-5y),Family
s7308,Movie,Velvet Underground,Alfonso Cuarón,"Ana de Armas, Brad Pitt",Spain,"August 04, 2016",2016,TV-G,157 min,Horror,"Set against the backdrop of history, a love story that transcends time and borders.",2016,8,Aug,157,,1,Horror,7,Moderate (6-10y),Family
s7309,Movie,Midnight in Paris,Steven Spielberg,"Tom Hanks, Zendaya, Brad Pitt",Japan,"July 08, 2011",2011,UR,162 min,Reality TV,A comedy that brilliantly captures the chaos and joy of modern family life.,2011,7,Jul,162,,1,Reality TV,12,Classic (11-20y),Unrated
s7310,TV Show,Ginny & Georgia,Steven Spielberg,"Meryl Streep, Ana de Armas",India,Not Available,2020,PG,5 Seasons,Documentaries,"Set against the backdrop of history, a love story that transcends time and borders.",,,,,5,1,Documentaries,3,Recent (3-5y),Family
s7311,Movie,Golden Hour,Spike Lee,"Cate Blanchett, Anthony Mackie",Italy,"February 24, 2013",2013,PG-13,116 min,"Stand-Up Comedy, Action & Adventure, Science & Nature TV","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2013,2,Feb,116,,3,Stand-Up Comedy,10,Moderate (6-10y),Teens
s7312,TV Show,Locke & Key,Unknown,"Idris Elba, Tom Hanks, Viola Davis",Brazil,"September 01, 2016",2016,TV-14,2 Seasons,"Children & Family Movies, Sports Movies","When secrets from the past resurface, a family must confront the truth before it destroys them.",2016,9,Sep,,2,2,Children & Family Movies,7,Moderate (6-10y),Teens
s7313,TV Show,Squid Game,Unknown,"Zendaya, Natalie Portman, Viola Davis, Ana de Armas, Ryan Gosling",South Korea,"June 10, 2016",2016,PG,7 Seasons,Korean TV Shows,"A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2016,6,Jun,,7,1,Korean TV Shows,7,Moderate (6-10y),Family
s7314,Movie,The Phoenix Project,Park Chan-wook,"Leonardo DiCaprio, Lupita Nyong'o",Unknown,"December 09, 2016",2016,TV-MA,124 min,Action & Adventure,"Set against the backdrop of history, a love story that transcends time and borders.",2016,12,Dec,124,,1,Action & Adventure,7,Moderate (6-10y),Adults
s7315,Movie,Steel Hearts,Guillermo del Toro,"Ana de Armas, Viola Davis, Natalie Portman, Cate Blanchett, Meryl Streep",Norway,"November 08, 2014",2014,PG-13,119 min,"Teen TV Shows, Action & Adventure, International Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2014,11,Nov,119,,3,Teen TV Shows,9,Moderate (6-10y),Teens
s7316,Movie,Code Red,Park Chan-wook,"Natalie Portman, Oscar Isaac",Italy,"October 08, 2004",2004,TV-14,154 min,"Documentaries, Music & Musicals, Thrillers","Set against the backdrop of history, a love story that transcends time and borders.",2004,10,Oct,154,,3,Documentaries,19,Classic (11-20y),Teens
s7317,Movie,Code Red,Taika Waititi,"Idris Elba, Florence Pugh, Ryan Gosling, Ana de Armas, Denzel Washington",Brazil,"March 15, 2014",2014,R,148 min,Stand-Up Comedy,Five strangers are brought together by fate in a city that never sleeps.,2014,3,Mar,148,,1,Stand-Up Comedy,9,Moderate (6-10y),Adults
s7318,Movie,Hollow Ground,Chloe Zhao,"Meryl Streep, Ryan Gosling",Mexico,"March 24, 2017",2017,R,125 min,"Stand-Up Comedy, Children & Family Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2017,3,Mar,125,,2,Stand-Up Comedy,6,Moderate (6-10y),Adults
s7319,TV Show,Shadow and Bone,Unknown,"Oscar Isaac, Idris Elba",Denmark,"January 06, 2011",2011,UR,3 Seasons,"Science & Nature TV, Music & Musicals, International Movies",A comedy that brilliantly captures the chaos and joy of modern family life.,2011,1,Jan,,3,3,Science & Nature TV,12,Classic (11-20y),Unrated
s7320,Movie,Northern Lights 3,Unknown,"Ryan Gosling, Zendaya, Oscar Isaac, Ana de Armas",Turkey,"February 25, 2012",2012,NR,148 min,"Reality TV, Romantic Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2012,2,Feb,148,,2,Reality TV,11,Classic (11-20y),Unrated
s7321,Movie,Midnight in Paris,David Fincher,"Denzel Washington, Anthony Mackie",Indonesia,"March 10, 2021",2021,PG-13,73 min,"Korean TV Shows, Sports Movies, Science & Nature TV","Set against the backdrop of history, a love story that transcends time and borders.",2021,3,Mar,73,,3,Korean TV Shows,2,Very Recent (0-2y),Teens
s7322,Movie,The Iron Curtain,Chloe Zhao,"Idris Elba, Brad Pitt, Ana de Armas, Cate Blanchett",India,"April 09, 2016",2016,R,102 min,"Science & Nature TV, Comedy",A comedy that brilliantly captures the chaos and joy of modern family life.,2016,4,Apr,102,,2,Science & Nature TV,7,Moderate (6-10y),Adults
s7323,TV Show,Money Heist,Spike Lee,"Zendaya, Ryan Gosling, Anthony Mackie",Canada,"January 26, 2013",2013,TV-MA,6 Seasons,Drama,A detective with a troubled past investigates a series of mysterious disappearances.,2013,1,Jan,,6,1,Drama,10,Moderate (6-10y),Adults
s7324,Movie,The Iron Curtain,Unknown,"Ryan Gosling, Viola Davis",Argentina,"October 10, 2016",2016,G,155 min,Documentaries,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2016,10,Oct,155,,1,Documentaries,7,Moderate (6-10y),Kids
s7325,Movie,The Silent House,Unknown,"Lupita Nyong'o, Natalie Portman, Ana de Armas",India,Not Available,2000,NR,137 min,"Romantic Movies, Comedy, Stand-Up Comedy","When secrets from the past resurface, a family must confront the truth before it destroys them.",,,,137,,3,Romantic Movies,23,Vintage (20y+),Unrated
s7326,Movie,A Beautiful Mind,Taika Waititi,"Ryan Gosling, Leonardo DiCaprio, Brad Pitt",Mexico,Not Available,2006,R,93 min,"Sports Movies, Action & Adventure","Love, loss, and redemption collide in this emotionally charged journey across three continents.",,,,93,,2,Sports Movies,17,Classic (11-20y),Adults
s7327,Movie,Starfall,Alfonso Cuarón,"Lupita Nyong'o, Ryan Gosling, Denzel Washington, Anthony Mackie, Florence Pugh",United States,"May 07, 2016",2016,R,173 min,Stand-Up Comedy,"Set against the backdrop of history, a love story that transcends time and borders.",2016,5,May,173,,1,Stand-Up Comedy,7,Moderate (6-10y),Adults
s7328,Movie,Golden Hour,Park Chan-wook,"Meryl Streep, Lupita Nyong'o, Zendaya",India,"October 28, 2020",2020,TV-MA,87 min,Sports Movies,Five strangers are brought together by fate in a city that never sleeps.,2020,10,Oct,87,,1,Sports Movies,3,Recent (3-5y),Adults
s7329,Movie,The Ghost Network,David Fincher,"Cate Blanchett, Anthony Mackie",Brazil,"April 10, 2016",2016,TV-PG,169 min,Action & Adventure,"Set against the backdrop of history, a love story that transcends time and borders.",2016,4,Apr,169,,1,Action & Adventure,7,Moderate (6-10y),Family
s7330,Movie,The Last Dance,Bong Joon-ho,"Brad Pitt, Ana de Armas",France,"September 11, 2011",2011,R,93 min,Thrillers,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2011,9,Sep,93,,1,Thrillers,12,Classic (11-20y),Adults
s7331,Movie,Whispering Walls,Jordan Peele,"Tom Hanks, Ana de Armas",Unknown,"May 20, 2021",2021,UR,178 min,Thrillers,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2021,5,May,178,,1,Thrillers,2,Very Recent (0-2y),Unrated
s7332,Movie,Digital Nomad,Bong Joon-ho,"Cate Blanchett, Ryan Gosling",Philippines,"July 21, 2020",2020,TV-Y7,135 min,Korean TV Shows,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2020,7,Jul,135,,1,Korean TV Shows,3,Recent (3-5y),Kids
s7333,TV Show,The Witcher,Chloe Zhao,"Denzel Washington, Ryan Gosling, Anthony Mackie",Canada,Not Available,2014,G,8 Seasons,British TV Shows,An unlikely hero rises to face an impossible challenge in this action-packed adventure.,,,,,8,1,British TV Shows,9,Moderate (6-10y),Kids
s7334,Movie,Neon Dreams,Martin Scorsese,"Tom Hanks, Brad Pitt, Oscar Isaac",United States,"September 22, 2019",2019,TV-G,65 min,Children & Family Movies,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2019,9,Sep,65,,1,Children & Family Movies,4,Recent (3-5y),Family
s7335,Movie,Silent Storm 3,Unknown,"Ana de Armas, Cate Blanchett, Denzel Washington, Idris Elba, Zendaya",Nigeria,"October 12, 2011",2011,PG-13,143 min,Music & Musicals,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2011,10,Oct,143,,1,Music & Musicals,12,Classic (11-20y),Teens
s7336,Movie,Fire & Ice,David Fincher,"Zendaya, Ryan Gosling",Thailand,"May 15, 2019",2019,PG-13,143 min,Reality TV,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2019,5,May,143,,1,Reality TV,4,Recent (3-5y),Teens
s7337,Movie,Shattered Mirror,Jordan Peele,"Brad Pitt, Leonardo DiCaprio",Argentina,"October 26, 2017",2017,TV-MA,85 min,"Horror, Children & Family Movies, Action & Adventure",A detective with a troubled past investigates a series of mysterious disappearances.,2017,10,Oct,85,,3,Horror,6,Moderate (6-10y),Adults
s7338,Movie,Neon Dreams,Unknown,"Leonardo DiCaprio, Ryan Gosling, Oscar Isaac, Meryl Streep, Florence Pugh",France,"October 27, 2015",2015,TV-MA,73 min,"International Movies, Anime Features, Documentaries","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2015,10,Oct,73,,3,International Movies,8,Moderate (6-10y),Adults
s7339,TV Show,Mindhunter,Sofia Coppola,"Leonardo DiCaprio, Tom Hanks, Cate Blanchett, Ana de Armas",Germany,"July 24, 2017",2017,PG-13,1 Season,"Science & Nature TV, Children & Family Movies, Action & Adventure",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2017,7,Jul,,1,3,Science & Nature TV,6,Moderate (6-10y),Teens
s7340,TV Show,You,Bong Joon-ho,"Zendaya, Natalie Portman, Leonardo DiCaprio",Germany,"June 09, 2003",2003,TV-G,4 Seasons,Stand-Up Comedy,"Set against the backdrop of history, a love story that transcends time and borders.",2003,6,Jun,,4,1,Stand-Up Comedy,20,Classic (11-20y),Family
s7341,Movie,The Final Frontier,Kathryn Bigelow,"Ryan Gosling, Tom Hanks, Natalie Portman",Indonesia,"October 22, 2017",2017,NC-17,101 min,"Independent Movies, International Movies","Based on true events, this documentary exposes the hidden world behind the headlines.",2017,10,Oct,101,,2,Independent Movies,6,Moderate (6-10y),Adults
s7342,Movie,Golden Hour,Alfonso Cuarón,Unknown,Nigeria,"May 13, 2022",2022,TV-MA,86 min,"Reality TV, Korean TV Shows, Thrillers","Set against the backdrop of history, a love story that transcends time and borders.",2022,5,May,86,,3,Reality TV,1,Very Recent (0-2y),Adults
s7343,Movie,The Last Dance,Taika Waititi,"Viola Davis, Denzel Washington, Ryan Gosling",Indonesia,"April 06, 2011",2011,UR,78 min,"Thrillers, Reality TV, Stand-Up Comedy",A detective with a troubled past investigates a series of mysterious disappearances.,2011,4,Apr,78,,3,Thrillers,12,Classic (11-20y),Unrated
s7344,Movie,Northern Lights,Unknown,"Denzel Washington, Idris Elba, Natalie Portman, Tom Hanks, Lupita Nyong'o",United States,"February 08, 2016",2016,TV-Y,177 min,Sports Movies,"Set against the backdrop of history, a love story that transcends time and borders.",2016,2,Feb,177,,1,Sports Movies,7,Moderate (6-10y),Kids
s7345,Movie,Code Red,Spike Lee,"Tom Hanks, Cate Blanchett, Ryan Gosling, Denzel Washington, Anthony Mackie",Canada,"June 13, 2019",2019,TV-G,77 min,Sports Movies,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2019,6,Jun,77,,1,Sports Movies,4,Recent (3-5y),Family
s7346,Movie,Edge of Glory 2,Unknown,"Zendaya, Natalie Portman, Anthony Mackie",Italy,Not Available,2012,UR,103 min,"Stand-Up Comedy, Romantic Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",,,,103,,2,Stand-Up Comedy,11,Classic (11-20y),Unrated
s7347,Movie,Frozen in Time,Chloe Zhao,"Anthony Mackie, Florence Pugh, Natalie Portman, Tom Hanks",Japan,"November 06, 2011",2011,NR,82 min,Action & Adventure,Five strangers are brought together by fate in a city that never sleeps.,2011,11,Nov,82,,1,Action & Adventure,12,Classic (11-20y),Unrated
s7348,Movie,Edge of Glory,Bong Joon-ho,"Oscar Isaac, Tom Hanks",Spain,"October 11, 2008",2008,NC-17,71 min,"Romantic Movies, Music & Musicals, Independent Movies","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2008,10,Oct,71,,3,Romantic Movies,15,Classic (11-20y),Adults
s7349,Movie,Northern Lights,Unknown,"Brad Pitt, Tom Hanks, Idris Elba",Thailand,"July 17, 2014",2014,R,174 min,Korean TV Shows,"In a dystopian future, one person dares to challenge the system and ignite a revolution.",2014,7,Jul,174,,1,Korean TV Shows,9,Moderate (6-10y),Adults
s7350,TV Show,Emily in Paris,Unknown,"Viola Davis, Meryl Streep, Denzel Washington, Brad Pitt",Japan,"May 02, 2011",2011,TV-G,7 Seasons,British TV Shows,"Set against the backdrop of history, a love story that transcends time and borders.",2011,5,May,,7,1,British TV Shows,12,Classic (11-20y),Family
s7351,Movie,Digital Nomad,Unknown,"Lupita Nyong'o, Natalie Portman, Brad Pitt, Oscar Isaac",Indonesia,"January 17, 2018",2018,PG,116 min,"Action & Adventure, Music & Musicals",Five strangers are brought together by fate in a city that never sleeps.,2018,1,Jan,116,,2,Action & Adventure,5,Recent (3-5y),Family
s7352,Movie,Digital Nomad 4,Unknown,"Meryl Streep, Leonardo DiCaprio",Australia,"June 03, 2008",2008,PG,80 min,"International Movies, Sports Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2008,6,Jun,80,,2,International Movies,15,Classic (11-20y),Family
s7353,Movie,Midnight in Paris 3,Denis Villeneuve,"Brad Pitt, Natalie Portman, Meryl Streep",Unknown,"April 18, 2019",2019,TV-14,161 min,"Action & Adventure, British TV Shows, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,2019,4,Apr,161,,3,Action & Adventure,4,Recent (3-5y),Teens
s7354,Movie,Golden Hour,Kathryn Bigelow,"Oscar Isaac, Leonardo DiCaprio",Unknown,"August 09, 2017",2017,TV-Y,80 min,Crime TV Shows,"When secrets from the past resurface, a family must confront the truth before it destroys them.",2017,8,Aug,80,,1,Crime TV Shows,6,Moderate (6-10y),Kids
s7355,Movie,Steel Hearts,Unknown,"Natalie Portman, Cate Blanchett, Viola Davis, Tom Hanks, Ryan Gosling",United Kingdom,"April 20, 2022",2022,UR,88 min,"Reality TV, Crime TV Shows",Five strangers are brought together by fate in a city that never sleeps.,2022,4,Apr,88,,2,Reality TV,1,Very Recent (0-2y),Unrated
s7356,Movie,The Phoenix Project,Barry Jenkins,"Viola Davis, Idris Elba",Turkey,"April 19, 2008",2008,UR,63 min,"Action & Adventure, Crime TV Shows, International Movies",A comedy that brilliantly captures the chaos and joy of modern family life.,2008,4,Apr,63,,3,Action & Adventure,15,Classic (11-20y),Unrated
s7357,TV Show,Bridgerton,Denis Villeneuve,"Ryan Gosling, Ana de Armas, Meryl Streep",Sweden,"June 03, 2018",2018,TV-Y,4 Seasons,"Thrillers, Children & Family Movies, Comedy","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2018,6,Jun,,4,3,Thrillers,5,Recent (3-5y),Kids
s7358,Movie,Crimson Peak 2,Steven Spielberg,"Oscar Isaac, Brad Pitt",Turkey,"June 02, 2009",2009,NR,166 min,"Thrillers, Sports Movies","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2009,6,Jun,166,,2,Thrillers,14,Classic (11-20y),Unrated
s7359,TV Show,Better Call Saul,Wes Anderson,"Lupita Nyong'o, Ana de Armas, Denzel Washington, Viola Davis",Brazil,"September 22, 2017",2017,TV-PG,2 Seasons,"Reality TV, International Movies, Romantic Movies",A detective with a troubled past investigates a series of mysterious disappearances.,2017,9,Sep,,2,3,Reality TV,6,Moderate (6-10y),Family
s7360,TV Show,The Umbrella Academy,Unknown,"Ryan Gosling, Anthony Mackie",Germany,"August 16, 2013",2013,UR,7 Seasons,"Korean TV Shows, Music & Musicals, Comedy","Set against the backdrop of history, a love story that transcends time and borders.",2013,8,Aug,,7,3,Korean TV Shows,10,Moderate (6-10y),Unrated
s7361,Movie,Parallel Lives,Denis Villeneuve,"Tom Hanks, Natalie Portman",Germany,"July 05, 2017",2017,UR,113 min,"Romantic Movies, Music & Musicals, Reality TV",A detective with a troubled past investigates a series of mysterious disappearances.,2017,7,Jul,113,,3,Romantic Movies,6,Moderate (6-10y),Unrated
s7362,Movie,Ocean's Edge 3,Alfonso Cuarón,"Ana de Armas, Denzel Washington, Meryl Streep",Mexico,"November 25, 2020",2020,PG-13,162 min,"Children & Family Movies, Sports Movies",Five strangers are brought together by fate in a city that never sleeps.,2020,11,Nov,162,,2,Children & Family Movies,3,Recent (3-5y),Teens
s7363,TV Show,Control Z,Sofia Coppola,"Lupita Nyong'o, Brad Pitt, Natalie Portman, Ana de Armas",Sweden,"September 01, 2021",2021,TV-14,6 Seasons,"Children & Family Movies, Drama","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2021,9,Sep,,6,2,Children & Family Movies,2,Very Recent (0-2y),Teens
s7364,Movie,The Ghost Network,Bong Joon-ho,Unknown,United Kingdom,Not Available,2011,NR,87 min,"Children & Family Movies, Crime TV Shows, Science & Nature TV",A detective with a troubled past investigates a series of mysterious disappearances.,,,,87,,3,Children & Family Movies,12,Classic (11-20y),Unrated
s7365,Movie,Silent Storm,Taika Waititi,"Brad Pitt, Ana de Armas",Philippines,"November 04, 2020",2020,TV-MA,85 min,"Horror, Independent Movies","In a dystopian future, one person dares to challenge the system and ignite a revolution.",2020,11,Nov,85,,2,Horror,3,Recent (3-5y),Adults
s7366,Movie,Steel Hearts,Kathryn Bigelow,"Idris Elba, Leonardo DiCaprio",Spain,"May 16, 2022",2022,UR,133 min,"Thrillers, Sports Movies",Five strangers are brought together by fate in a city that never sleeps.,2022,5,May,133,,2,Thrillers,1,Very Recent (0-2y),Unrated
s7367,TV Show,Control Z,Wes Anderson,"Natalie Portman, Tom Hanks",Thailand,"September 05, 2016",2016,PG,6 Seasons,"Stand-Up Comedy, Teen TV Shows, Korean TV Shows",A detective with a troubled past investigates a series of mysterious disappearances.,2016,9,Sep,,6,3,Stand-Up Comedy,7,Moderate (6-10y),Family
s7368,TV Show,Outer Banks,Kathryn Bigelow,"Natalie Portman, Oscar Isaac, Brad Pitt, Ryan Gosling",Unknown,"May 16, 2015",2015,TV-MA,3 Seasons,"Reality TV, Science & Nature TV, British TV Shows","A gripping tale of power, betrayal, and survival in a world where nothing is as it seems.",2015,5,May,,3,3,Reality TV,8,Moderate (6-10y),Adults
s7369,TV Show,The Circle,Spike Lee,"Idris Elba, Anthony Mackie, Denzel Washington, Florence Pugh, Natalie Portman",Japan,"December 10, 2017",2017,PG-13,8 Seasons,"Independent Movies, International Movies, British TV Shows","Based on true events, this documentary exposes the hidden world behind the headlines.",2017,12,Dec,,8,3,Independent Movies,6,Moderate (6-10y),Teens
s7370,TV Show,House of Cards,Park Chan-wook,"Idris Elba, Viola Davis",South Korea,"April 14, 2018",2018,G,1 Season,"Teen TV Shows, Action & Adventure","Love, loss, and redemption collide in this emotionally charged journey across three continents.",2018,4,Apr,,1,2,Teen TV Shows,5,Recent (3-5y),Kids
s7371,Movie,Shattered Mirror 3,Wes Anderson,"Anthony Mackie, Meryl Streep",Turkey,Not Available,2020,PG-13,95 min,International Movies,A detective with a troubled past investigates a series of mysterious disappearances.,,,,95,,1,International Movies,3,Recent (3-5y),Teens
s7372,Movie,The Silent House 3,Unknown,Unknown,Mexico,"October 04, 2019",2019,TV-MA,148 min,"Romantic Movies, Sports Movies",An unlikely hero rises to face an impossible challenge in this action-packed adventure.,2019,10,Oct,148,,2,Romantic Movies,4,Recent (3-5y),Adults
s7373,Movie,Crimson Peak,Park Chan-wook,"Lupita Nyong'o, Cate Blanchett, Tom Hanks, Anthony Mackie",Denmark,"September 24, 2020",2020,UR,93 min,Teen TV Shows,"Love, loss, and redemption collide in this emotionally charged journey across three continents.",2020,9,Sep,93,,1,Teen TV Shows,3,Recent (3-5y),Unrated
s7374,TV Show,Warrior Nun,Steven Spielberg,"Florence Pugh, Denzel Washington, Idris Elba",Thailand,"February 19, 2019",2019,NR,7 Seasons,"Sports Movies, Crime TV Shows","When secrets from the past resurface, a family must confront the truth before it destroys them.",2019,2,Feb,,7,2,Sports Movies,4,Recent (3-5y),Unrated
